chromosome	name	start	stop	length	primer location quadruplets
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711264	3711825	562	3711264,73,3711734,92
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711264	3712129	866	3711264,73,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711359	3711576	218	3711359,23,3711511,66
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711359	3711825	467	3711359,23,3711734,92
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711359	3712129	771	3711359,23,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711359	3712215	857	3711359,23,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711383	3711825	443	3711383,61,3711734,92
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711383	3712129	747	3711383,61,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711383	3712215	833	3711383,61,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711445	3711825	381	3711445,22,3711734,92
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711445	3712129	685	3711445,22,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711445	3712215	771	3711445,22,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711445	3712297	853	3711445,22,3712217,81
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3711825	315	3711511,66,3711734,92
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3712129	619	3711511,66,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3712215	705	3711511,66,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3712297	787	3711511,66,3712217,81
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711511	3712360	850	3711511,66,3712318,43
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712129	396	3711734,92,3711851,279
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712215	482	3711734,92,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712297	564	3711734,92,3712217,81
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712360	627	3711734,92,3712318,43
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712421	688	3711734,92,3712377,45
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712489	756	3711734,92,3712440,50
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712512	779	3711734,92,3712491,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712572	839	3711734,92,3712534,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711734	3712630	897	3711734,92,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712215	365	3711851,279,3712131,85
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712297	447	3711851,279,3712217,81
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712360	510	3711851,279,3712318,43
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712421	571	3711851,279,3712377,45
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712489	639	3711851,279,3712440,50
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712512	662	3711851,279,3712491,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712572	722	3711851,279,3712534,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712630	780	3711851,279,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3711851	3712707	857	3711851,279,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712360	230	3712131,85,3712318,43
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712421	291	3712131,85,3712377,45
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712489	359	3712131,85,3712440,50
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712512	382	3712131,85,3712491,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712572	442	3712131,85,3712534,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712630	500	3712131,85,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712707	577	3712131,85,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712793	663	3712131,85,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712846	716	3712131,85,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3712876	746	3712131,85,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712131	3713019	889	3712131,85,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712421	205	3712217,81,3712377,45
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712489	273	3712217,81,3712440,50
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712512	296	3712217,81,3712491,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712572	356	3712217,81,3712534,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712630	414	3712217,81,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712707	491	3712217,81,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712793	577	3712217,81,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712846	630	3712217,81,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3712876	660	3712217,81,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3713019	803	3712217,81,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3713043	827	3712217,81,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3713070	854	3712217,81,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712217	3713095	879	3712217,81,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712572	255	3712318,43,3712534,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712630	313	3712318,43,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712707	390	3712318,43,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712793	476	3712318,43,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712846	529	3712318,43,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3712876	559	3712318,43,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3713019	702	3712318,43,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3713043	726	3712318,43,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3713070	753	3712318,43,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3713095	778	3712318,43,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712318	3713181	864	3712318,43,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712630	254	3712377,45,3712595,36
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712707	331	3712377,45,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712793	417	3712377,45,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712846	470	3712377,45,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3712876	500	3712377,45,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713019	643	3712377,45,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713043	667	3712377,45,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713070	694	3712377,45,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713095	719	3712377,45,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713181	805	3712377,45,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712377	3713218	842	3712377,45,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3712707	268	3712440,50,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3712793	354	3712440,50,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3712846	407	3712440,50,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3712876	437	3712440,50,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713019	580	3712440,50,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713043	604	3712440,50,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713070	631	3712440,50,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713095	656	3712440,50,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713181	742	3712440,50,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713218	779	3712440,50,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713292	853	3712440,50,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712440	3713330	891	3712440,50,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3712707	217	3712491,22,3712636,72
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3712793	303	3712491,22,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3712846	356	3712491,22,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3712876	386	3712491,22,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713019	529	3712491,22,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713043	553	3712491,22,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713070	580	3712491,22,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713095	605	3712491,22,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713181	691	3712491,22,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713218	728	3712491,22,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713292	802	3712491,22,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712491	3713330	840	3712491,22,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3712793	260	3712534,39,3712747,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3712846	313	3712534,39,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3712876	343	3712534,39,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713019	486	3712534,39,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713043	510	3712534,39,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713070	537	3712534,39,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713095	562	3712534,39,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713181	648	3712534,39,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713218	685	3712534,39,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713292	759	3712534,39,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713330	797	3712534,39,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712534	3713399	866	3712534,39,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3712846	252	3712595,36,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3712876	282	3712595,36,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713019	425	3712595,36,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713043	449	3712595,36,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713070	476	3712595,36,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713095	501	3712595,36,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713181	587	3712595,36,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713218	624	3712595,36,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713292	698	3712595,36,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713330	736	3712595,36,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713399	805	3712595,36,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712595	3713460	866	3712595,36,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3712846	211	3712636,72,3712800,47
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3712876	241	3712636,72,3712854,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713019	384	3712636,72,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713043	408	3712636,72,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713070	435	3712636,72,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713095	460	3712636,72,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713181	546	3712636,72,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713218	583	3712636,72,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713292	657	3712636,72,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713330	695	3712636,72,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713399	764	3712636,72,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712636	3713460	825	3712636,72,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713019	273	3712747,47,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713043	297	3712747,47,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713070	324	3712747,47,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713095	349	3712747,47,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713181	435	3712747,47,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713218	472	3712747,47,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713292	546	3712747,47,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713330	584	3712747,47,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713399	653	3712747,47,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713460	714	3712747,47,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713544	798	3712747,47,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713574	828	3712747,47,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712747	3713608	862	3712747,47,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713019	220	3712800,47,3712878,142
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713043	244	3712800,47,3713023,21
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713070	271	3712800,47,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713095	296	3712800,47,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713181	382	3712800,47,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713218	419	3712800,47,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713292	493	3712800,47,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713330	531	3712800,47,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713399	600	3712800,47,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713460	661	3712800,47,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713544	745	3712800,47,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713574	775	3712800,47,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713608	809	3712800,47,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712800	3713657	858	3712800,47,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713070	217	3712854,23,3713049,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713095	242	3712854,23,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713181	328	3712854,23,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713218	365	3712854,23,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713292	439	3712854,23,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713330	477	3712854,23,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713399	546	3712854,23,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713460	607	3712854,23,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713544	691	3712854,23,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713574	721	3712854,23,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713608	755	3712854,23,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712854	3713657	804	3712854,23,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713095	218	3712878,142,3713072,24
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713181	304	3712878,142,3713111,71
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713218	341	3712878,142,3713197,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713292	415	3712878,142,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713330	453	3712878,142,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713399	522	3712878,142,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713460	583	3712878,142,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713544	667	3712878,142,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713574	697	3712878,142,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713608	731	3712878,142,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3712878	3713657	780	3712878,142,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713292	270	3713023,21,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713330	308	3713023,21,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713399	377	3713023,21,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713460	438	3713023,21,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713544	522	3713023,21,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713574	552	3713023,21,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713608	586	3713023,21,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713657	635	3713023,21,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713822	800	3713023,21,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713855	833	3713023,21,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713023	3713907	885	3713023,21,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713292	244	3713049,22,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713330	282	3713049,22,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713399	351	3713049,22,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713460	412	3713049,22,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713544	496	3713049,22,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713574	526	3713049,22,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713608	560	3713049,22,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713657	609	3713049,22,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713822	774	3713049,22,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713855	807	3713049,22,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713049	3713907	859	3713049,22,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713292	221	3713072,24,3713242,51
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713330	259	3713072,24,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713399	328	3713072,24,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713460	389	3713072,24,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713544	473	3713072,24,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713574	503	3713072,24,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713608	537	3713072,24,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713657	586	3713072,24,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713822	751	3713072,24,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713855	784	3713072,24,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713072	3713907	836	3713072,24,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713330	220	3713111,71,3713294,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713399	289	3713111,71,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713460	350	3713111,71,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713544	434	3713111,71,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713574	464	3713111,71,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713608	498	3713111,71,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713657	547	3713111,71,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713822	712	3713111,71,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713855	745	3713111,71,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713907	797	3713111,71,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713111	3713990	880	3713111,71,3713926,65
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713399	203	3713197,22,3713363,37
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713460	264	3713197,22,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713544	348	3713197,22,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713574	378	3713197,22,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713608	412	3713197,22,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713657	461	3713197,22,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713822	626	3713197,22,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713855	659	3713197,22,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713907	711	3713197,22,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3713990	794	3713197,22,3713926,65
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3714027	831	3713197,22,3714005,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713197	3714066	870	3713197,22,3714029,38
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713460	219	3713242,51,3713420,41
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713544	303	3713242,51,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713574	333	3713242,51,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713608	367	3713242,51,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713657	416	3713242,51,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713822	581	3713242,51,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713855	614	3713242,51,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713907	666	3713242,51,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3713990	749	3713242,51,3713926,65
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3714027	786	3713242,51,3714005,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3714066	825	3713242,51,3714029,38
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3714118	877	3713242,51,3714094,25
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713242	3714141	900	3713242,51,3714120,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713544	251	3713294,37,3713491,54
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713574	281	3713294,37,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713608	315	3713294,37,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713657	364	3713294,37,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713822	529	3713294,37,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713855	562	3713294,37,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713907	614	3713294,37,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3713990	697	3713294,37,3713926,65
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3714027	734	3713294,37,3714005,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3714066	773	3713294,37,3714029,38
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3714118	825	3713294,37,3714094,25
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3714141	848	3713294,37,3714120,22
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713294	3714184	891	3713294,37,3714145,40
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713574	212	3713363,37,3713546,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713608	246	3713363,37,3713576,33
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713657	295	3713363,37,3713619,39
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713822	460	3713363,37,3713762,61
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713855	493	3713363,37,3713825,31
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713907	545	3713363,37,3713879,29
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3713990	628	3713363,37,3713926,65
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3714027	665	3713363,37,3714005,23
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3714066	704	3713363,37,3714029,38
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3714118	756	3713363,37,3714094,25
Spolyrhiza9509_20150416_chr02	Sp02G05200	3713363	3714141	779	3713363,37,3714120,22
